Body,Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,08-Jun-15,17386019-11369845,-3151.8,Daybreak Services Ltd,Trade Supplier,S&C,Home to School Transport - Special,Home to School - Special - Special school
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,29-Jun-15,18007122-11473497,-2732.33,The Mary Hare Primary School,Charity,S&C,Placements - Education,Independent School Placements
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,22-Jun-15,17805045-11430051,-2625,Richmond Fellowship,Charity,4 - Commissioning - Mental Health & Supporting People,Mental Health Vol Grants,Grants to Voluntary Bodies
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-Jun-15,17940899-11469215,-2542.8,Holme Court School#1,Education,SMI's,High-needs top-up - Other institutions,SEN Funding
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,09-Jun-15,17301828-11372828,-2421.43,St George'S Court,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Dom Blocks,Respite Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,05-Jun-15,17164352-11364155,-2352.15,Guidant Group,Trade Supplier,CSC,"Hawthorns Adolescent, Cambridge",Pay - Agency Staff
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17253766-11352827,-2295.73,Nas Services Ltd,Charity,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17253768-11352828,-2295.73,Nas Services Ltd,Charity,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17253772-11352829,-2295.73,Nas Services Ltd,Charity,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17253783-11352830,-2295.73,Nas Services Ltd,Charity,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17247572-11352823,-2286.64,Nas Services Ltd,Charity,2 - Operations - Learning Disability,LDP Fenland Team,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17247573-11352824,-2286.64,Nas Services Ltd,Charity,2 - Operations - Learning Disability,LDP Fenland Team,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17247575-11352826,-2286.64,Nas Services Ltd,Charity,2 - Operations - Learning Disability,LDP Fenland Team,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,17-Jun-15,17507373-11406951,-2196.17,Caretech Community Services Ltd (161 Wootton Rd),Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,01-Jun-15,17330269-11282729,-2147.66,Mencap,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,02-Jun-15,16918061-11290399,-2070.51,Guidant Group,Trade Supplier,CSC,CSC Business Support - BSAs,Pay - Agency Staff
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,24-Jun-15,17430009-11440245,-1995.68,Manor House Residential And Nursing,Care Establishment,4 - Commissioning - Mental Health & Supporting People,OP Winter Pressure,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17247574-11352825,-1959.98,Nas Services Ltd,Charity,2 - Operations - Learning Disability,LDP Fenland Team,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,13702029-11386186,-1800,Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,13702031-11386187,-1800,Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,13702032-11386188,-1800,Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,13702033-11386189,-1800,Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,13702034-11386190,-1800,Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Jun-15,17515792-11455987,-1777.4,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Jun-15,17515801-11455994,-1777.4,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Jun-15,17517945-11456018,-1777.4,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Jun-15,17517949-11456022,-1777.4,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Jun-15,17517952-11456025,-1777.4,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Jun-15,17517953-11456026,-1777.4,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Jun-15,17517962-11456033,-1777.4,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Jun-15,17517970-11456040,-1777.4,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Jun-15,17515791-11455986,-1763.3,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Jun-15,17517940-11456013,-1763.3,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Jun-15,17517942-11456015,-1763.3,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Jun-15,17517972-11456042,-1763.3,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-Jun-15,15657460-11469389,-1728.48,24 X 7 Ltd,Trade Supplier,S&C,Home to School Transport - Special,Home to School - Cottenham VC
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17008904-11353978,-1587.07,Making Space#1,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17008907-11353981,-1587.07,Making Space#1,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17008910-11353984,-1587.07,Making Space#1,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17008911-11353985,-1587.07,Making Space#1,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17008913-11353987,-1587.07,Making Space#1,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17008914-11353988,-1587.07,Making Space#1,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17008919-11353967,-1587.07,Making Space#1,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17008920-11353968,-1587.07,Making Space#1,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17008922-11353970,-1587.07,Making Space#1,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,16114205-11353760,-1579.17,Making Space#1,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17125507-11350109,-1526.64,Conifer Lodge,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17125542-11350110,-1526.64,Conifer Lodge,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17125543-11350111,-1526.64,Conifer Lodge,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17125550-11350112,-1526.64,Conifer Lodge,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17423688-11349090,-1485.71,Glennfield Care Centre (Ld),Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17423689-11349091,-1485.71,Glennfield Care Centre (Ld),Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17423696-11349098,-1485.71,Glennfield Care Centre (Ld),Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17427729-11349106,-1485.71,Glennfield Care Centre (Ld),Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17427730-11349107,-1485.71,Glennfield Care Centre (Ld),Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17427732-11349109,-1485.71,Glennfield Care Centre (Ld),Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17427733-11349110,-1485.71,Glennfield Care Centre (Ld),Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17008912-11353986,-1360.35,Making Space#1,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,18-Jun-15,17478341-11410085,-1357.17,Fostering Solutions Ltd,Care Establishment,S&C,Placements - Social Care,Agency Placements - In Cambs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,16114209-11353764,-1353.57,Making Space#1,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,22-Jun-15,17578437-11430412,-1351.36,Guidant Group,Trade Supplier,CSC,CSC Children In Need Group Manager,Pay - Agency Staff
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,22-Jun-15,16629502-11430185,-1313.28,Papworth Trust#1,Trust (Other),CSC,Community Support Service ECF,Grants to Voluntary Bodies
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,14968122-11386192,-1285.71,Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,02-Jun-15,17331053-11290085,-1285.71,Glennfield Healthcare,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17423690-11349092,-1273.47,Glennfield Care Centre (Ld),Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-Jun-15,17904310-11469306,-1208.37,Bedford College,Education,S&C,H to S Transport - Out County,Home to School - Contract
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Jun-15,17517967-11456037,-1175.53,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17423692-11349094,-1080.86,Glennfield Care Centre (Ld),Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17423693-11349095,-1080.86,Glennfield Care Centre (Ld),Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17423694-11349096,-1080.86,Glennfield Care Centre (Ld),Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17423695-11349097,-1080.86,Glennfield Care Centre (Ld),Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17423698-11349100,-1080.86,Glennfield Care Centre (Ld),Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17423701-11349103,-1080.86,Glennfield Care Centre (Ld),Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-Jun-15,17427737-11349114,-1080.86,Glennfield Care Centre (Ld),Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17517039-11383868,-1044.24,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Daycare
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17517041-11383870,-1044.24,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Daycare
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17517048-11383874,-1044.24,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Daycare
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17517067-11383886,-1044.24,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Daycare
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17517084-11383893,-1044.24,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Daycare
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17519114-11383853,-1044.24,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Daycare
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17519129-11383859,-1044.24,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Daycare
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17519147-11383865,-1044.24,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Daycare
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,05-Jun-15,17445754-11363988,-1043.79,Caretrust Cambridgeshire,Care Establishment,CSC,Community Support Service ECF,Grants to Voluntary Bodies
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17517051-11383875,-1035.95,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,SDS - Live Independently
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17517056-11383879,-1035.95,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,SDS - Live Independently
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17517057-11383880,-1035.95,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,SDS - Live Independently
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17517060-11383881,-1035.95,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,SDS - Live Independently
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17517061-11383882,-1035.95,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,SDS - Live Independently
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17517062-11383883,-1035.95,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,SDS - Live Independently
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17517063-11383884,-1035.95,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,SDS - Live Independently
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17517076-11383888,-1035.95,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,SDS - Live Independently
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17519119-11383855,-1035.95,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,SDS - Live Independently
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17519125-11383857,-1035.95,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,SDS - Live Independently
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17519138-11383861,-1035.95,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,SDS - Live Independently
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17519139-11383862,-1035.95,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP Huntingdonshire Team,SDS - Live Independently
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,22-Jun-15,17457879-11430409,-1015.24,Guidant Group,Trade Supplier,4 - Operations - Providers services,Horizon,Pay - Agency Staff
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,19-Jun-15,17749893-11422819,-1000,Redacted Personal Data,Individual,3 - Operations - Countywide Services,Countywide PD Service,Direct Payments - Social Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,19-Jun-15,17749894-11422820,-1000,Redacted Personal Data,Individual,3 - Operations - Countywide Services,Countywide PD Service,Direct Payments - Social Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,19-Jun-15,17749895-11422821,-1000,Redacted Personal Data,Individual,3 - Operations - Countywide Services,Countywide PD Service,Direct Payments - Social Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,19-Jun-15,17749911-11422837,-1000,Redacted Personal Data,Individual,3 - Operations - Countywide Services,Countywide PD Service,Direct Payments - Social Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,19-Jun-15,17749912-11422838,-1000,Redacted Personal Data,Individual,3 - Operations - Countywide Services,Countywide PD Service,Direct Payments - Social Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,19-Jun-15,17749914-11422840,-1000,Redacted Personal Data,Individual,3 - Operations - Countywide Services,Countywide PD Service,Direct Payments - Social Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,19-Jun-15,17749915-11422841,-1000,Redacted Personal Data,Individual,3 - Operations - Countywide Services,Countywide PD Service,Direct Payments - Social Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-Jun-15,17516339-11385809,-978.8,Nas Services Ltd,Charity,2 - Operations - Learning Disability,LDP City Team,Daycare
