Body,Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,16-Jul-15,18525340-11584507,-2325.96,Autism Plus,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,16-Jul-15,18525341-11584508,-2325.96,Autism Plus,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,16-Jul-15,18525343-11584510,-2325.96,Autism Plus,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,16-Jul-15,18525344-11584511,-2325.96,Autism Plus,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,16-Jul-15,18525345-11584512,-2325.96,Autism Plus,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,16-Jul-15,18525346-11584513,-2325.96,Autism Plus,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,16-Jul-15,18525349-11584516,-2325.96,Autism Plus,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,16-Jul-15,18525351-11584518,-2325.96,Autism Plus,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,16-Jul-15,18525352-11584519,-2325.96,Autism Plus,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-Jul-15,18388182-11572980,-2184,Huntingdonshire District Council,Other Public Bodies,LGSS Managed,Ramsey Childrens Centre,Business rates
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,15278756-11548490,-2118,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,15278757-11548491,-2118,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,15278758-11548492,-2118,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,15278759-11548493,-2118,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Jul-15,17601478-11520105,-2100,Cundall Johnson And Partners Llp,Trade Supplier,S&C,Education Property Strategy Manager,Capital WIP - land and buildings  -  Construction cost
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,17012608-11545821,-2076.75,Granta Housing- 71 /73 Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,17012609-11545822,-2076.75,Granta Housing- 71 /73 Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,17012610-11545823,-2076.75,Granta Housing- 71 /73 Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,17012611-11545824,-2076.75,Granta Housing- 71 /73 Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,17012612-11545825,-2076.75,Granta Housing- 71 /73 Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,17012613-11545826,-2076.75,Granta Housing- 71 /73 Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,17012614-11545827,-2076.75,Granta Housing- 71 /73 Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,17012616-11545828,-2076.75,Granta Housing- 71 /73 Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,17012617-11545829,-2076.75,Granta Housing- 71 /73 Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,17012618-11545830,-2076.75,Granta Housing- 71 /73 Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,17012619-11545831,-2076.75,Granta Housing- 71 /73 Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,17012620-11545832,-2076.75,Granta Housing- 71 /73 Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,17012621-11545833,-2076.75,Granta Housing- 71 /73 Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,17012622-11545834,-2076.75,Granta Housing- 71 /73 Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Jul-15,18181027-11519853,-2037.14,Rheola Healthcare,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Dom Blocks,Respite Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,16-Jul-15,18525338-11584505,-1993.68,Autism Plus,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19066442-11732824,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19066443-11732825,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19066444-11732826,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19066448-11732827,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19066472-11732830,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19066473-11732831,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19066475-11732832,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19066476-11732833,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19066478-11732835,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19066495-11732838,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19066499-11732839,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19066510-11732841,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19071314-11732846,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19071315-11732847,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19071320-11732851,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19071321-11732852,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19071383-11732864,-1969.8,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19065940-11732175,-1775.76,Caerus Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19065941-11732176,-1775.76,Caerus Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19065942-11732177,-1775.76,Caerus Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19065946-11732179,-1775.76,Caerus Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19065950-11732180,-1775.76,Caerus Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19065959-11732188,-1775.76,Caerus Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19065972-11732198,-1775.76,Caerus Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19069992-11732202,-1775.76,Caerus Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19069995-11732204,-1775.76,Caerus Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19069997-11732206,-1775.76,Caerus Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19069998-11732207,-1775.76,Caerus Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19070006-11732214,-1775.76,Caerus Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19070016-11732219,-1775.76,Caerus Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19070023-11732223,-1775.76,Caerus Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19070427-11732235,-1775.76,Caerus Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19071375-11732862,-1688.4,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,18836566-11733408,-1537.13,Guidant Group,Trade Supplier,4 - Operations - Providers services,Horizon,Pay - Agency Staff
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068164-11731264,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068167-11731228,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068168-11731229,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068169-11731230,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068171-11731231,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068175-11731234,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068176-11731235,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068179-11731236,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068180-11731237,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068183-11731238,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068184-11731239,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068185-11731240,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068186-11731241,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068187-11731242,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068188-11731243,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068191-11731244,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068192-11731245,-1527.92,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19070022-11732222,-1522.08,Caerus Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,10-Jul-15,17012607-11545820,-1483.39,Granta Housing- 71 /73 Fen Road,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Jul-15,18014175-11519851,-1464.57,Rheola Healthcare,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Dom Blocks,Respite Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,16-Jul-15,17143055-11575843,-1461.17,Kent House (Birt),Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,16-Jul-15,17143056-11575844,-1461.17,Kent House (Birt),Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,16-Jul-15,17143057-11575845,-1461.17,Kent House (Birt),Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,16-Jul-15,17143058-11575846,-1461.17,Kent House (Birt),Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,16-Jul-15,17143059-11575847,-1461.17,Kent House (Birt),Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,16-Jul-15,17143060-11575848,-1461.17,Kent House (Birt),Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,02-Jul-15,18114244-11484194,-1440,Faithful And Gould,Trade Supplier,LRNG,Cambs Music Central Management,Other Hired Contract Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,27-Jul-15,18357785-11711585,-1330,Foster Care Associates Ltd (Fca),Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,19068174-11731233,-1309.65,Alderton House,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,18879436-11731677,-1306.21,Drummonds Ld,Care Establishment,2 - Operations - Learning Disability,JPC,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,18879437-11731678,-1306.21,Drummonds Ld,Care Establishment,2 - Operations - Learning Disability,JPC,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,18879439-11731679,-1306.21,Drummonds Ld,Care Establishment,2 - Operations - Learning Disability,JPC,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,18879440-11731680,-1306.21,Drummonds Ld,Care Establishment,2 - Operations - Learning Disability,JPC,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,18879441-11731681,-1306.21,Drummonds Ld,Care Establishment,2 - Operations - Learning Disability,JPC,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,18879442-11731682,-1306.21,Drummonds Ld,Care Establishment,2 - Operations - Learning Disability,JPC,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,18879443-11731683,-1306.21,Drummonds Ld,Care Establishment,2 - Operations - Learning Disability,JPC,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,30-Jul-15,18879444-11731684,-1306.21,Drummonds Ld,Care Establishment,2 - Operations - Learning Disability,JPC,Residential Independent Sector
