Body,Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,19223877-11956824,-2879.7,Green Gourmet Limited,Trade Supplier,S&C,Catering - Cook Freeze Unit (C3),Provisions - General
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,17615382-11915007,-2676,J & P Plant Ltd,Company,Supporting Businesses and Communities,Travellers Support,Other Hired Contract Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,03-Aug-15,19098340-11747820,-2600,The Elms Nursing Home,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Dom Blocks,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,05-Aug-15,19137618-11758650,-2536.44,Social Care Solutions Ltd,Care Establishment,S&C,Placements - Social Care,Agency Placements - In Cambs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19145806-11768524,-2531.61,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19145810-11768528,-2531.61,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19145812-11768530,-2531.61,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19145813-11768531,-2531.61,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19145814-11768532,-2531.61,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19145817-11768535,-2531.61,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19145821-11768539,-2531.61,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19145822-11768540,-2531.61,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19145824-11768542,-2531.61,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19145828-11768546,-2531.61,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19145829-11768547,-2531.61,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19145830-11768548,-2531.61,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19145831-11768549,-2531.61,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19145832-11768550,-2531.61,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19145835-11768553,-2531.61,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146644-11767184,-2324.38,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146645-11767185,-2324.38,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146647-11767187,-2324.38,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146656-11767195,-2324.38,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146664-11767201,-2324.38,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146673-11767208,-2324.38,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19149787-11767130,-2324.38,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19149795-11767137,-2324.38,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19150148-11767291,-2324.38,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19150149-11767292,-2324.38,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19150154-11767296,-2324.38,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19150156-11767298,-2324.38,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19150158-11767299,-2324.38,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19150161-11767302,-2324.38,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19150163-11767304,-2324.38,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19145826-11768544,-2169.95,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18360943-11957550,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18360944-11957551,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363948-11957553,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363949-11957554,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363950-11957555,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363951-11957556,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363952-11957557,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363953-11957558,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363955-11957560,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363956-11957561,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363958-11957564,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363959-11957565,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363960-11957566,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363961-11957567,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363962-11957568,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363963-11957569,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363964-11957570,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363965-11957571,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363966-11957572,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363967-11957573,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363968-11957574,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363970-11957576,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363971-11957577,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363973-11957579,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363974-11957580,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363975-11957581,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363976-11957582,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363977-11957583,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363978-11957584,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363981-11957587,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363982-11957588,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,18363983-11957589,-2082.59,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Aug-15,19209316-11944347,-2039.47,Fostering Solutions Ltd,Care Establishment,S&C,Placements - Social Care,Agency Placements - In Cambs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Aug-15,19209318-11944348,-2039.47,Fostering Solutions Ltd,Care Establishment,S&C,Placements - Social Care,Agency Placements - In Cambs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19149801-11767143,-1992.33,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-Aug-15,19061266-11945542,-1904.5,T & T Private Hire Ltd,Trade Supplier,S&C,Home to School Transport - Special,Home to School - Special - Special school
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147673-11768115,-1844.92,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147679-11768118,-1844.92,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147687-11768121,-1844.92,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147690-11768124,-1844.92,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147701-11768131,-1844.92,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147718-11768140,-1844.92,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147719-11768141,-1844.92,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147724-11768143,-1844.92,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147729-11768145,-1844.92,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147737-11768150,-1844.92,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147750-11768157,-1844.92,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19150912-11768956,-1844.92,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19150926-11768830,-1844.92,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19150929-11768831,-1844.92,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19150930-11768832,-1844.92,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146439-11768368,-1797.19,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146440-11768369,-1797.19,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146441-11768370,-1797.19,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146442-11768371,-1797.19,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146445-11768374,-1797.19,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146446-11768375,-1797.19,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146448-11768377,-1797.19,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146454-11768383,-1797.19,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146455-11768384,-1797.19,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146458-11768387,-1797.19,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146463-11768319,-1797.19,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19149460-11768002,-1797.19,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19149462-11768004,-1797.19,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19149463-11768005,-1797.19,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19149466-11768008,-1797.19,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Aug-15,18922565-11944301,-1759.17,Fostering Solutions Ltd,Care Establishment,S&C,Placements - Social Care,Agency Placements - In Cambs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,25-Aug-15,18924565-11944302,-1759.17,Fostering Solutions Ltd,Care Establishment,S&C,Placements - Social Care,Agency Placements - In Cambs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19200042-11927901,-1733.21,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19200050-11927910,-1733.21,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19200064-11927905,-1733.21,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,14-Aug-15,19153451-11791027,-1721.95,Nas Services Ltd,Charity,4 - Commissioning - Mental Health & Supporting People,Cambridge Mental Health team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,03-Aug-15,15145955-11748103,-1720.5,Cambridgeshire Community Services Nhs Trust,Trust (Other),3 - Commissioning - Older people Pool,East Cambs Strategic Change,Staff Recharges - NHS Contract
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065607-11765502,-1719.45,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065608-11765503,-1719.45,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065609-11765504,-1719.45,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065611-11765506,-1719.45,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065612-11765507,-1719.45,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Supported Living
